,BRD Ref,BRD Type,SW Pos,StreamingIP,CH,Mantid_DetectorID_Start,Mantid_Detector_ID_Lenght,Comment
21,ADC21-S2,PC3544M4,SP25,192.168.2.202,5,,256,Tube: D3-PACK 6 Tube 2
21,ADC21-S3,PC3544M4,SP25,192.168.2.203,0,,256,Tube: D3-PACK 6 Tube 3
21,ADC21-S3,PC3544M4,SP25,192.168.2.203,1,,256,Tube: D3-PACK 6 Tube 4
21,ADC21-S3,PC3544M4,SP25,192.168.2.203,2,,256,Tube: D3-PACK 6 Tube 5
21,ADC21-S3,PC3544M4,SP25,192.168.2.203,3,,256,Tube: D3-PACK 6 Tube 6
21,ADC21-S3,PC3544M4,SP25,192.168.2.203,4,,256,Tube: D3-PACK 6 Tube 7
21,ADC21-S3,PC3544M4,SP25,192.168.2.203,5,,256,Tube: D3-PACK 6 Tube 8
22,ADC22-S0,PC3544M4,SP26,192.168.2.204,0,,256,Tube: D4-PACK 1 Tube 1
22,ADC22-S0,PC3544M4,SP26,192.168.2.204,1,,256,Tube: D4-PACK 1 Tube 2
22,ADC22-S0,PC3544M4,SP26,192.168.2.204,2,,256,Tube: D4-PACK 1 Tube 3
22,ADC22-S0,PC3544M4,SP26,192.168.2.204,3,,256,Tube: D4-PACK 1 Tube 4
22,ADC22-S0,PC3544M4,SP26,192.168.2.204,4,,256,Tube: D4-PACK 1 Tube 5
22,ADC22-S0,PC3544M4,SP26,192.168.2.204,5,,256,Tube: D4-PACK 1 Tube 6
22,ADC22-S1,PC3544M4,SP26,192.168.2.205,0,,256,Tube: D4-PACK 1 Tube 7
22,ADC22-S1,PC3544M4,SP26,192.168.2.205,1,,256,Tube: D4-PACK 1 Tube 8
22,ADC22-S1,PC3544M4,SP26,192.168.2.205,2,,256,Tube: D4-PACK 2 Tube 1
22,ADC22-S1,PC3544M4,SP26,192.168.2.205,3,,256,Tube: D4-PACK 2 Tube 2
22,ADC22-S1,PC3544M4,SP26,192.168.2.205,4,,256,Tube: D4-PACK 2 Tube 3
22,ADC22-S1,PC3544M4,SP26,192.168.2.205,5,,256,Tube: D4-PACK 2 Tube 4
22,ADC22-S2,PC3544M4,SP26,192.168.2.206,0,,256,Tube: D4-PACK 2 Tube 5
22,ADC22-S2,PC3544M4,SP26,192.168.2.206,1,,256,Tube: D4-PACK 2 Tube 6
22,ADC22-S2,PC3544M4,SP26,192.168.2.206,2,,256,Tube: D4-PACK 2 Tube 7
22,ADC22-S2,PC3544M4,SP26,192.168.2.206,3,,256,Tube: D4-PACK 2 Tube 8
22,ADC22-S2,PC3544M4,SP26,192.168.2.206,4,,256,Tube: D4-PACK 3 Tube 1
22,ADC22-S2,PC3544M4,SP26,192.168.2.206,5,,256,Tube: D4-PACK 3 Tube 2
22,ADC22-S3,PC3544M4,SP26,192.168.2.207,0,,256,Tube: D4-PACK 3 Tube 3
22,ADC22-S3,PC3544M4,SP26,192.168.2.207,1,,256,Tube: D4-PACK 3 Tube 4
22,ADC22-S3,PC3544M4,SP26,192.168.2.207,2,,256,Tube: D4-PACK 3 Tube 5
22,ADC22-S3,PC3544M4,SP26,192.168.2.207,3,,256,Tube: D4-PACK 3 Tube 6
22,ADC22-S3,PC3544M4,SP26,192.168.2.207,4,,256,Tube: D4-PACK 3 Tube 7
22,ADC22-S3,PC3544M4,SP26,192.168.2.207,5,,256,Tube: D4-PACK 3 Tube 8
23,ADC23-S0,PC3544M4,SP27,192.168.2.208,0,,256,Tube: D4-PACK 4 Tube 1
23,ADC23-S0,PC3544M4,SP27,192.168.2.208,1,,256,Tube: D4-PACK 4 Tube 2
23,ADC23-S0,PC3544M4,SP27,192.168.2.208,2,,256,Tube: D4-PACK 4 Tube 3
23,ADC23-S0,PC3544M4,SP27,192.168.2.208,3,,256,Tube: D4-PACK 4 Tube 4
23,ADC23-S0,PC3544M4,SP27,192.168.2.208,4,,256,Tube: D4-PACK 4 Tube 5
23,ADC23-S0,PC3544M4,SP27,192.168.2.208,5,,256,Tube: D4-PACK 4 Tube 6
23,ADC23-S1,PC3544M4,SP27,192.168.2.209,0,,256,Tube: D4-PACK 4 Tube 7
23,ADC23-S1,PC3544M4,SP27,192.168.2.209,1,,256,Tube: D4-PACK 4 Tube 8
23,ADC23-S1,PC3544M4,SP27,192.168.2.209,2,,256,Tube: D4-PACK 5 Tube 1
23,ADC23-S1,PC3544M4,SP27,192.168.2.209,3,,256,Tube: D4-PACK 5 Tube 2
23,ADC23-S1,PC3544M4,SP27,192.168.2.209,4,,256,Tube: D4-PACK 5 Tube 3
23,ADC23-S1,PC3544M4,SP27,192.168.2.209,5,,256,Tube: D4-PACK 5 Tube 4
23,ADC23-S2,PC3544M4,SP27,192.168.2.210,0,,256,Tube: D4-PACK 5 Tube 5
23,ADC23-S2,PC3544M4,SP27,192.168.2.210,1,,256,Tube: D4-PACK 5 Tube 6
23,ADC23-S2,PC3544M4,SP27,192.168.2.210,2,,256,Tube: D4-PACK 5 Tube 7
23,ADC23-S2,PC3544M4,SP27,192.168.2.210,3,,256,Tube: D4-PACK 5 Tube 8
23,ADC23-S2,PC3544M4,SP27,192.168.2.210,4,,256,Tube: D4-PACK 6 Tube 1
23,ADC23-S2,PC3544M4,SP27,192.168.2.210,5,,256,Tube: D4-PACK 6 Tube 2
23,ADC23-S3,PC3544M4,SP27,192.168.2.211,0,,256,Tube: D4-PACK 6 Tube 3
23,ADC23-S3,PC3544M4,SP27,192.168.2.211,1,,256,Tube: D4-PACK 6 Tube 4
23,ADC23-S3,PC3544M4,SP27,192.168.2.211,2,,256,Tube: D4-PACK 6 Tube 5
23,ADC23-S3,PC3544M4,SP27,192.168.2.211,3,,256,Tube: D4-PACK 6 Tube 6
23,ADC23-S3,PC3544M4,SP27,192.168.2.211,4,,256,Tube: D4-PACK 6 Tube 7
23,ADC23-S3,PC3544M4,SP27,192.168.2.211,5,,256,Tube: D4-PACK 6 Tube 8
